variable,description,unit,dimensions,code_variable,in_history,in_analysis,in_daily,in_monthly,in_diurnal,in_yearly,in_tower,glob_id,info_string
FMEAN_PSI_CLOSED_PY,Sub-daily mean - Transpiration at maximum stress,kg/m2/s,npolygons,cgrid%fmean_psi_closed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PSI_CLOSED_PY        :11://trim(fast_keys)
FMEAN_WATER_SUPPLY_PY,Sub-daily mean - Water supply,kg/m2/s,npolygons,cgrid%fmean_water_supply,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_WATER_SUPPLY_PY      :11://trim(fast_keys)
FMEAN_PAR_L_PY,Sub-daily mean - PAR absorbed by leaves,W/m2,npolygons,cgrid%fmean_par_l,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PAR_L_PY             :11://trim(fast_keys)
FMEAN_PAR_L_BEAM_PY,Sub-daily mean - Direct PAR absorbed by leaves,W/m2,npolygons,cgrid%fmean_par_l_beam,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PAR_L_BEAM_PY        :11://trim(fast_keys)
FMEAN_PAR_L_DIFF_PY,Sub-daily mean - Diffuse PAR absorbed by leaves,W/m2,npolygons,cgrid%fmean_par_l_diff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PAR_L_DIFF_PY        :11://trim(fast_keys)
FMEAN_RSHORT_L_PY,Sub-daily mean - Shortwave radiation absorbed by leaves,W/m2,npolygons,cgrid%fmean_rshort_l,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RSHORT_L_PY          :11://trim(fast_keys)
FMEAN_RLONG_L_PY,Sub-daily mean - Longwave radiation absorbed by leaves,W/m2,npolygons,cgrid%fmean_rlong_l,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RLONG_L_PY           :11://trim(fast_keys)
FMEAN_SENSIBLE_LC_PY,Sub-daily mean - Sensible heat,W/m2,npolygons,cgrid%fmean_sensible_lc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SENSIBLE_LC_PY       :11://trim(fast_keys)
FMEAN_VAPOR_LC_PY,Sub-daily mean - Leaf evaporation,kg/m2/s,npolygons,cgrid%fmean_vapor_lc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_VAPOR_LC_PY          :11://trim(fast_keys)
FMEAN_TRANSP_PY,Sub-daily mean - Leaf transpiration,kg/m2/s,npolygons,cgrid%fmean_transp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_TRANSP_PY            :11://trim(fast_keys)
FMEAN_WFLUX_WL_PY,Sub-daily mean - Internal water flux (wood-leaf),kg/m2/s,npolygons,cgrid%fmean_wflux_wl,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_WFLUX_WL_PY          :11://trim(fast_keys)
FMEAN_WFLUX_GW_PY,Sub-daily mean - Water flux (ground-wood),kg/m2/s,npolygons,cgrid%fmean_wflux_gw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_WFLUX_GW_PY          :11://trim(fast_keys)
FMEAN_INTERCEPTED_AL_PY,Sub-daily mean - Leaf interception,kg/m2/s,npolygons,cgrid%fmean_intercepted_al,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_INTERCEPTED_AL_PY    :11://trim(fast_keys)
FMEAN_WSHED_LG_PY,Sub-daily mean - Leaf shedding,kg/m2/s,npolygons,cgrid%fmean_wshed_lg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_WSHED_LG_PY          :11://trim(fast_keys)
FMEAN_RSHORT_W_PY,Sub-daily mean - Shortwave radiation absorbed by wood,W/m2,npolygons,cgrid%fmean_rshort_w,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RSHORT_W_PY          :11://trim(fast_keys)
FMEAN_RLONG_W_PY,Sub-daily mean - Longwave radiation absorbed by wood,W/m2,npolygons,cgrid%fmean_rlong_w,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RLONG_W_PY           :11://trim(fast_keys)
FMEAN_SENSIBLE_WC_PY,Sub-daily mean - Sensible heat,W/m2,npolygons,cgrid%fmean_sensible_wc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SENSIBLE_WC_PY       :11://trim(fast_keys)
FMEAN_VAPOR_WC_PY,Sub-daily mean - Wood evaporation,kg/m2/s,npolygons,cgrid%fmean_vapor_wc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_VAPOR_WC_PY          :11://trim(fast_keys)
FMEAN_INTERCEPTED_AW_PY,Sub-daily mean - Wood interception,kg/m2/s,npolygons,cgrid%fmean_intercepted_aw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_INTERCEPTED_AW_PY    :11://trim(fast_keys)
FMEAN_WSHED_WG_PY,Sub-daily mean - Wood shedding,kg/m2/s,npolygons,cgrid%fmean_wshed_wg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_WSHED_WG_PY          :11://trim(fast_keys)
FMEAN_RH_PY,Sub-daily mean - Heterotrophic respiration,kg/m2/yr,npolygons,cgrid%fmean_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RH_PY                :11://trim(fast_keys)
FMEAN_FGC_RH_PY,Sub-daily mean - Fast ground carbon (litter) respiration,kg/m2/yr,npolygons,cgrid%fmean_fgc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_FGC_RH_PY            :11://trim(fast_keys)
FMEAN_FSC_RH_PY,Sub-daily mean - Fast soil carbon (litter) respiration,kg/m2/yr,npolygons,cgrid%fmean_fsc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_FSC_RH_PY            :11://trim(fast_keys)
FMEAN_STGC_RH_PY,Sub-daily mean - Struct. ground carbon (w.debr.) respiration,kg/m2/yr,npolygons,cgrid%fmean_stgc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_STGC_RH_PY            :11://trim(fast_keys)
FMEAN_STSC_RH_PY,Sub-daily mean - Struct. soil carbon (w.debr.) respiration,kg/m2/yr,npolygons,cgrid%fmean_stsc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_STSC_RH_PY            :11://trim(fast_keys)
FMEAN_MSC_RH_PY,Sub-daily mean - Microbial soil carbon respiration,kg/m2/yr,npolygons,cgrid%fmean_msc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_MSC_RH_PY            :11://trim(fast_keys)
FMEAN_SSC_RH_PY,Sub-daily mean - Slow (humified) soil carbon respiration,kg/m2/yr,npolygons,cgrid%fmean_ssc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SSC_RH_PY            :11://trim(fast_keys)
FMEAN_PSC_RH_PY,Sub-daily mean - Passive soil carbon respiration,kg/m2/yr,npolygons,cgrid%fmean_psc_rh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PSC_RH_PY            :11://trim(fast_keys)
FMEAN_NEP_PY,Sub-daily mean - Net Ecosystem productivity,kg/m2/yr,npolygons,cgrid%fmean_nep,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_NEP_PY               :11://trim(fast_keys)
FMEAN_RK4STEP_PY,Sub-daily mean - RK4 time step,s,npolygons,cgrid%fmean_rk4step,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RK4STEP_PY           :11://trim(fast_keys)
FMEAN_AVAILABLE_WATER_PY,Sub-daily mean - Available water,kg/m2,npolygons,cgrid%fmean_available_water,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_AVAILABLE_WATER_PY   :11://trim(fast_keys)
FMEAN_VEG_DISPLACE_PY,Sub-daily mean - Vegetation Displacement Height,m,npolygons,cgrid%fmean_veg_displace,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_VEG_DISPLACE_PY    :11://trim(fast_keys)
FMEAN_ROUGH_PY,Sub-daily mean - Roughness Height,m,npolygons,cgrid%fmean_rough,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ROUGH_PY    :11://trim(fast_keys)
FMEAN_CAN_THEIV_PY,Sub-daily mean - Ice-vapour equiv. pot. temperature - CAS,K,npolygons,cgrid%fmean_can_theiv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_THEIV_PY         :11://trim(fast_keys)
FMEAN_CAN_THETA_PY,Sub-daily mean - Potential temperature - CAS,K,npolygons,cgrid%fmean_can_theta,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_THETA_PY         :11://trim(fast_keys)
FMEAN_CAN_VPDEF_PY,Sub-daily mean - Vapour pressure deficit - CAS,Pa,npolygons,cgrid%fmean_can_vpdef,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_VPDEF_PY         :11://trim(fast_keys)
FMEAN_CAN_TEMP_PY,Sub-daily mean - Temperature - CAS,K,npolygons,cgrid%fmean_can_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_TEMP_PY          :11://trim(fast_keys)
FMEAN_CAN_SHV_PY,Sub-daily mean - Specific humidity - CAS,kg/kg,npolygons,cgrid%fmean_can_shv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_SHV_PY           :11://trim(fast_keys)
FMEAN_CAN_CO2_PY,Sub-daily mean - CO2 mixing ratio - CAS,umol/mol,npolygons,cgrid%fmean_can_co2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_CO2_PY           :11://trim(fast_keys)
FMEAN_CAN_RHOS_PY,Sub-daily mean - Air density - CAS,kg/m3,npolygons,cgrid%fmean_can_rhos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_RHOS_PY          :11://trim(fast_keys)
FMEAN_CAN_DMOL_PY,Sub-daily mean - Dry-air molar density - CAS,mol/m3,npolygons,cgrid%fmean_can_dmol,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_DMOL_PY          :11://trim(fast_keys)
FMEAN_CAN_PRSS_PY,Sub-daily mean - Pressure - CAS,Pa,npolygons,cgrid%fmean_can_prss,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_PRSS_PY          :11://trim(fast_keys)
FMEAN_GND_TEMP_PY,Sub-daily mean - Ground temperature,K,npolygons,cgrid%fmean_gnd_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_GND_TEMP_PY          :11://trim(fast_keys)
FMEAN_GND_SHV_PY,Sub-daily mean - Ground specific humidity,kg/kg,npolygons,cgrid%fmean_gnd_shv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_GND_SHV_PY           :11://trim(fast_keys)
FMEAN_CAN_GGND_PY,Sub-daily mean - Net canopy conductance,m/2,npolygons,cgrid%fmean_can_ggnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CAN_GGND_PY          :11://trim(fast_keys)
FMEAN_SFCW_DEPTH_PY,Sub-daily mean - Depth - temporary water layer,m,npolygons,cgrid%fmean_sfcw_depth,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SFCW_DEPTH_PY        :11://trim(fast_keys)
FMEAN_SFCW_ENERGY_PY,Sub-daily mean - Internal energy - temporary water layer,J/kg,npolygons,cgrid%fmean_sfcw_energy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SFCW_ENERGY_PY       :11://trim(fast_keys)
FMEAN_SFCW_MASS_PY,Sub-daily mean - Water mass - temporary water layer,kg/m2,npolygons,cgrid%fmean_sfcw_mass,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SFCW_MASS_PY         :11://trim(fast_keys)
FMEAN_SFCW_TEMP_PY,Sub-daily mean - Temperature - temporary water layer,K,npolygons,cgrid%fmean_sfcw_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SFCW_TEMP_PY         :11://trim(fast_keys)
FMEAN_SFCW_FLIQ_PY,Sub-daily mean - Liquid fraction - temporary water layer,NA,npolygons,cgrid%fmean_sfcw_fliq,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SFCW_FLIQ_PY         :11://trim(fast_keys)
FMEAN_RSHORT_GND_PY,Sub-daily mean - Shortwave radiation absorbed by ground,W/m2,npolygons,cgrid%fmean_rshort_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RSHORT_GND_PY        :11://trim(fast_keys)
FMEAN_PAR_GND_PY,Sub-daily mean - PAR absorbed by ground,W/m2,npolygons,cgrid%fmean_par_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PAR_GND_PY           :11://trim(fast_keys)
FMEAN_RLONG_GND_PY,Sub-daily mean - Longwave radiation absorbed by ground,W/m2,npolygons,cgrid%fmean_rlong_gnd,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RLONG_GND_PY         :11://trim(fast_keys)
FMEAN_RLONGUP_PY,Sub-daily mean - Outgoing longwave radiation,W/m2,npolygons,cgrid%fmean_rlongup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RLONGUP_PY           :11://trim(fast_keys)
FMEAN_PARUP_PY,Sub-daily mean - Outgoing PAR,W/m2,npolygons,cgrid%fmean_parup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PARUP_PY             :11://trim(fast_keys)
FMEAN_NIRUP_PY,Sub-daily mean - Outgoing near infra-red radiation,W/m2,npolygons,cgrid%fmean_nirup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_NIRUP_PY             :11://trim(fast_keys)
FMEAN_RSHORTUP_PY,Sub-daily mean - Outgoing shortwave radiation,W/m2,npolygons,cgrid%fmean_rshortup,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RSHORTUP_PY          :11://trim(fast_keys)
FMEAN_RNET_PY,Sub-daily mean - Net radiation at top of canopy,W/m2,npolygons,cgrid%fmean_rnet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RNET_PY              :11://trim(fast_keys)
FMEAN_ALBEDO_PY,Sub-daily mean - Albedo,NA,npolygons,cgrid%fmean_albedo,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ALBEDO_PY            :11://trim(fast_keys)
FMEAN_ALBEDO_PAR_PY,Sub-daily mean - Albedo - direct radiation,NA,npolygons,cgrid%fmean_albedo_par,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ALBEDO_PAR_PY        :11://trim(fast_keys)
FMEAN_ALBEDO_NIR_PY,Sub-daily mean - Albedo - diffuse radiation,NA,npolygons,cgrid%fmean_albedo_nir,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ALBEDO_NIR_PY        :11://trim(fast_keys)
FMEAN_RLONG_ALBEDO_PY,Sub-daily mean - Kind of albedo - longwave radiation,NA,npolygons,cgrid%fmean_rlong_albedo,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RLONG_ALBEDO_PY      :11://trim(fast_keys)
FMEAN_USTAR_PY,Sub-daily mean - Friction velocity,m/s,npolygons,cgrid%fmean_ustar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_USTAR_PY             :11://trim(fast_keys)
FMEAN_TSTAR_PY,Sub-daily mean - Gradient scale for potential temperature,K,npolygons,cgrid%fmean_tstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_TSTAR_PY             :11://trim(fast_keys)
FMEAN_QSTAR_PY,Sub-daily mean - Gradient scale for specific humidity,kg/kg,npolygons,cgrid%fmean_qstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_QSTAR_PY             :11://trim(fast_keys)
FMEAN_CSTAR_PY,Sub-daily mean - Gradient scale for CO2 mixing ratio,umol/mol,npolygons,cgrid%fmean_cstar,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CSTAR_PY             :11://trim(fast_keys)
FMEAN_CARBON_AC_PY,Sub-daily mean - CO2 flux: atmosphere -> CAS,umol/m2/s,npolygons,cgrid%fmean_carbon_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CARBON_AC_PY         :11://trim(fast_keys)
FMEAN_CARBON_ST_PY,Sub-daily mean - CO2 storage at CAS,umol/m2/s,npolygons,cgrid%fmean_carbon_st,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_CARBON_ST_PY         :11://trim(fast_keys)
FMEAN_VAPOR_GC_PY,Sub-daily mean - Water vapour flux: ground -> CAS,kg/m2/s,npolygons,cgrid%fmean_vapor_gc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_VAPOR_GC_PY          :11://trim(fast_keys)
FMEAN_VAPOR_AC_PY,Sub-daily mean - Water vapour flux: atmosphere -> CAS,kg/m2/s,npolygons,cgrid%fmean_vapor_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_VAPOR_AC_PY          :11://trim(fast_keys)
FMEAN_THROUGHFALL_PY,Sub-daily mean - Throughfall rate,kg/m2/s,npolygons,cgrid%fmean_throughfall,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_THROUGHFALL_PY       :11://trim(fast_keys)
FMEAN_RUNOFF_PY,Sub-daily mean - Water runoff,kg/m2/s,npolygons,cgrid%fmean_runoff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_RUNOFF_PY            :11://trim(fast_keys)
FMEAN_DRAINAGE_PY,Sub-daily mean - Water drainage,kg/m2/s,npolygons,cgrid%fmean_drainage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_DRAINAGE_PY          :11://trim(fast_keys)
FMEAN_SENSIBLE_GC_PY,Sub-daily mean - Sensible heat flux: ground -> CAS,W/m2,npolygons,cgrid%fmean_sensible_gc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SENSIBLE_GC_PY       :11://trim(fast_keys)
FMEAN_SENSIBLE_AC_PY,Sub-daily mean - Sensible heat flux: atmosphere -> CAS,W/m2,npolygons,cgrid%fmean_sensible_ac,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SENSIBLE_AC_PY       :11://trim(fast_keys)
FMEAN_QTHROUGHFALL_PY,Sub-daily mean - Throughfall rate,W/m2,npolygons,cgrid%fmean_qthroughfall,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_QTHROUGHFALL_PY      :11://trim(fast_keys)
FMEAN_QRUNOFF_PY,Sub-daily mean - Surface runoff,W/m2,npolygons,cgrid%fmean_qrunoff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_QRUNOFF_PY           :11://trim(fast_keys)
FMEAN_QDRAINAGE_PY,Sub-daily mean - Drainage energy loss,W/m2,npolygons,cgrid%fmean_qdrainage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_QDRAINAGE_PY         :11://trim(fast_keys)
FMEAN_ATM_THEIV_PY,Sub-daily mean - Ice-vapour equiv. pot. temp.: Atmosphere,K,npolygons,cgrid%fmean_atm_theiv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_THEIV_PY         :11://trim(fast_keys)
FMEAN_ATM_THETA_PY,Sub-daily mean - Potential temperature: Atmosphere,K,npolygons,cgrid%fmean_atm_theta,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_THETA_PY         :11://trim(fast_keys)
FMEAN_ATM_TEMP_PY,Sub-daily mean - Temperature: Atmosphere,K,npolygons,cgrid%fmean_atm_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_TEMP_PY          :11://trim(fast_keys)
FMEAN_ATM_VPDEF_PY,Sub-daily mean - Vapour pressure deficit: Atmosphere,Pa,npolygons,cgrid%fmean_atm_vpdef,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_VPDEF_PY         :11://trim(fast_keys)
FMEAN_ATM_SHV_PY,Sub-daily mean - Specific humidity: Atmosphere,kg/kg,npolygons,cgrid%fmean_atm_shv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_SHV_PY           :11://trim(fast_keys)
FMEAN_ATM_RSHORT_PY,Sub-daily mean - Shortwave radiation: Atmosphere,W/m2,npolygons,cgrid%fmean_atm_rshort,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_RSHORT_PY        :11://trim(fast_keys)
FMEAN_ATM_RSHORT_DIFF_PY,Sub-daily mean - Diffuse SW radiation: Atmosphere,W/m2,npolygons,cgrid%fmean_atm_rshort_diff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_RSHORT_DIFF_PY   :11://trim(fast_keys)
FMEAN_ATM_PAR_PY,Sub-daily mean - PAR: Atmosphere,W/m2,npolygons,cgrid%fmean_atm_par,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_PAR_PY           :11://trim(fast_keys)
FMEAN_ATM_PAR_DIFF_PY,Sub-daily mean - Diffuse PAR: Atmosphere,W/m2,npolygons,cgrid%fmean_atm_par_diff,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_PAR_DIFF_PY      :11://trim(fast_keys)
FMEAN_ATM_RLONG_PY,Sub-daily mean - Longwave radiation: Atmosphere,W/m2,npolygons,cgrid%fmean_atm_rlong,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_RLONG_PY         :11://trim(fast_keys)
FMEAN_ATM_VELS_PY,Sub-daily mean - Wind speed: atmosphere,m/s,npolygons,cgrid%fmean_atm_vels,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_VELS_PY          :11://trim(fast_keys)
FMEAN_ATM_RHOS_PY,Sub-daily mean - Air density: Atmosphere,kg/m3,npolygons,cgrid%fmean_atm_rhos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_RHOS_PY          :11://trim(fast_keys)
FMEAN_ATM_PRSS_PY,Sub-daily mean - Air pressure: Atmosphere,Pa,npolygons,cgrid%fmean_atm_prss,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_PRSS_PY          :11://trim(fast_keys)
FMEAN_ATM_CO2_PY,Sub-daily mean - CO2 mixing ratio: Atmosphere,umol/mol,npolygons,cgrid%fmean_atm_co2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_ATM_CO2_PY           :11://trim(fast_keys)
FMEAN_PCPG_PY,Sub-daily mean - Precipitation rate,kg/m2/s,npolygons,cgrid%fmean_pcpg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_PCPG_PY              :11://trim(fast_keys)
FMEAN_QPCPG_PY,Sub-daily mean - Energy gain - rain,W/m2,npolygons,cgrid%fmean_qpcpg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_QPCPG_PY             :11://trim(fast_keys)
FMEAN_DPCPG_PY,Sub-daily mean - Precipitation depth,m,npolygons,cgrid%fmean_dpcpg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_DPCPG_PY             :11://trim(fast_keys)
FMEAN_SOIL_WETNESS_PY,Sub-daily mean - Soil wetness index,NA,npolygons,cgrid%fmean_soil_wetness,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SOIL_WETNESS_PY      :11://trim(fast_keys)
FMEAN_SKIN_TEMP_PY,Sub-daily mean - Skin temperature,K,npolygons,cgrid%fmean_skin_temp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_SKIN_TEMP_PY  :11://trim(fast_keys)
FMEAN_LAI_PY,Sub-daily mean - LAI,m2/m2,npolygons,cgrid%fmean_lai,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,cgrid%pyglob_id,FMEAN_LAI_PY  :11://trim(fast_keys)
